name,my_rating,imdb_rating,tmdb_rating,tmdb_count,metacritic_rating,budget,revenue,runtime,award_count,imdb_count,imdb_arithmetic_mean,imdb_median,imdb_top_1000_rating,imdb_top_1000_count,imdb_us_rating,imdb_us_count,imdb_not_us_rating,imdb_not_us_count,imdb_rating_percentile,tmdb_rating_percentile,metacritic_rating_percentile,is_action,is_comedy,is_adventure,is_animation,is_family,is_drama,is_scifi,is_thriller,is_rated_g,is_rated_pg,is_rated_pg13,is_rated_r,is_rated_nr,is_brad_pitt,is_stan_lee,is_christopher_nolan,is_spielberg,is_harrison_ford,is_matt_damon,is_wes_anderson,is_tom_cruise,is_john_williams,is_rdj,is_quentin_tarantino,is_tom_hanks,is_george_lucas,is_leonardo_dicaprio,is_the_rock,is_stanley_kubrick,is_john_hughes,is_jim_carrey,is_wally_pfister,is_henry_fonda,is_morgan_freeman,is_bong_joon_ho,is_dustin_hoffman,is_arnold_schwarz,is_jack_nicholson,is_aamir_khan,is_sean_connery,is_brad_bird,is_natalie_portman,is_robin_williams,is_sandra_bullock,is_bill_murray
The Emoji Movie,6,3.3,5.6,2513,12,50000000,216909830,86,0,62674,3.6,3,3.1,286,3.1,7220,3.6,18022,0.17064846416382254,2.04778156996587,3.9249146757679183,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Kids: All the Time in the World,25,3.5,4.7,788,37,27000000,85564310,89,0,25076,4,4,3.5,296,3.5,3742,3.5,9918,0.3412969283276451,0.5119453924914675,6.825938566552901,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lo más sencillo es complicarlo todo,9,3.8,6.2,130,28.780552790239053,0,0,93,0,694,3.9,4,3.6,8,4.7,48,3.9,275,0.5119453924914675,11.433447098976108,0.17064846416382254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Wrinkle in Time,29,4.2,5.1,1583,53,103000000,132675864,109,0,44380,4.3,4,3.7,292,4.4,9999,4,12444,0.6825938566552902,1.023890784982935,22.18430034129693,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliens Ate My Homework,8,4.2,5.3,16,34.19681824770895,0,0,90,0,1457,7.7,0,4.2,46,4.6,172,4.1,172,0.6825938566552902,1.3651877133105803,0.17064846416382254,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic Four,37,4.3,4.4,5123,40,120000000,167977596,100,0,163096,4.2,4,4.3,538,4.2,20664,4.4,62546,1.023890784982935,0.3412969283276451,9.215017064846416,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Kids 3-D: Game Over,35,4.3,5.1,1787,57,38000000,197011982,84,0,59433,4.6,4,4.2,427,4.2,11570,4.1,24208,1.023890784982935,1.023890784982935,26.791808873720136,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Jam: A New Legacy,17,4.4,7.1,3047,37,161900000,162892228,115,0,67465,4.7,5,4,238,4.1,9787,4.5,15935,1.3651877133105803,46.58703071672355,6.825938566552901,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thunder Force,32,4.4,5.6,937,34,0,0,107,0,40571,4.5,5,4,203,4.9,5187,4.3,13384,1.3651877133105803,2.04778156996587,5.290102389078498,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin and the Chipmunks: The Squeakquel,19,4.5,5.6,2378,41,75000000,443140005,88,0,48127,4.9,5,4,359,4.2,7944,4.4,19958,1.7064846416382253,2.04778156996587,10.06825938566553,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Note,27,4.5,4.2,3448,43,50000000,0,101,0,83336,4.2,4,4.6,283,4.9,9358,4.6,29824,1.7064846416382253,0.17064846416382254,12.1160409556314,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yogi Bear,74,4.6,5.6,712,35,80000000,203509374,80,0,21799,4.9,5,4.3,276,4.4,3992,4.5,10448,2.04778156996587,2.04778156996587,5.802047781569966,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Expelled,15,4.8,5.9,416,39.38590560706728,0,0,85,0,6704,5.5,5,4.5,79,4.3,839,4.6,2079,2.218430034129693,5.631399317406143,0.17064846416382254,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flintstones,35,4.9,5.3,1973,38,46000000,341631208,91,0,80561,5.1,5,4.7,568,4.9,17499,4.9,37206,2.3890784982935154,1.3651877133105803,7.508532423208191,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin and the Chipmunks: The Road Chip,39,5,6,1356,33,90000000,233755553,92,0,19239,5.7,6,4.1,241,4.7,2099,4.9,5431,2.5597269624573378,7.508532423208191,4.948805460750854,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How It Ends,22,5,4.9,22,59,0,0,83,0,2274,5.3,5,4.6,57,5.2,571,4.8,746,2.5597269624573378,0.6825938566552902,32.76450511945392,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin and the Chipmunks,43,5.2,5.8,3684,39,60000000,361366633,92,0,83770,5.5,6,4.7,436,5.1,15718,5.2,34714,2.901023890784983,3.7542662116040955,8.020477815699659,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rim of the World,16,5.2,6,785,43.33451565111392,0,0,99,0,23817,5.9,6,4.8,162,5.4,2893,5.1,9704,2.901023890784983,7.508532423208191,0.17064846416382254,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Kids 2: The Island of Lost Dreams,45,5.2,5.6,1763,66,38000000,119723358,100,0,66547,5.4,5,5,483,5.3,13108,5,27732,2.901023890784983,2.04778156996587,48.97610921501707,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xXx: Return of Xander Cage,23,5.2,5.9,5627,42,85000000,346147658,107,0,90992,5.4,5,5,395,5.3,8887,5.1,38376,2.901023890784983,5.631399317406143,11.092150170648464,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coming 2 America,7,5.3,6.6,1781,52,60000000,0,110,0,67585,5.4,6,5,285,5.5,10147,5.1,21311,3.583617747440273,23.890784982935152,20.98976109215017,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flubber,37,5.3,5.6,1931,37,80000000,177977226,93,0,88676,5.4,5,5.1,528,5.1,16827,5.2,40430,3.583617747440273,2.04778156996587,6.825938566552901,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Geostorm,26,5.3,6.1,3908,42,120000000,221600160,109,0,105284,5.5,6,4.8,404,5.1,10711,5.2,45851,3.583617747440273,9.556313993174061,11.092150170648464,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine Lives,9,5.3,5.7,889,68,30000000,57814445,87,0,22521,5.6,6,4.5,234,5,2533,5.3,9416,3.583617747440273,3.4129692832764507,53.924914675767916,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Smurfs 2,37,5.3,5.8,1821,34,105000000,347434178,105,0,41430,5.6,6,4.6,321,4.9,3846,5.3,17428,3.583617747440273,3.7542662116040955,5.290102389078498,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twilight,11,5.3,6.3,11463,56,37000000,393616788,122,0,453244,5.6,6,5,703,5.1,78543,5.2,206941,3.583617747440273,14.334470989761092,25.59726962457338,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unaccompanied Minors,6,5.3,5.9,244,43,26000000,0,90,0,11541,5.6,6,4.5,170,5.1,4084,5,3785,3.583617747440273,5.631399317406143,12.1160409556314,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Smurfs,62,5.4,5.8,3138,30,110000000,563749323,103,0,89077,5.7,6,4.8,420,5,9855,5.4,43386,4.778156996587031,3.7542662116040955,4.266211604095563,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wonder Woman 1984,26,5.4,6.6,6701,60,200000000,165160005,151,0,252940,5.3,5,5.4,494,5.5,31717,5.3,72675,4.778156996587031,23.890784982935152,35.32423208191126,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Ninja,12,5.5,5.6,600,27,0,0,88,0,41244,5.8,6,4.8,366,5.6,12318,5.4,15836,5.1194539249146755,2.04778156996587,4.09556313993174,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Girl,59,5.5,6.8,879,46,0,0,110,0,30355,5.7,6,4.9,143,5.6,3054,5.3,10452,5.1194539249146755,32.42320819112628,13.822525597269625,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nut Job 2: Nutty by Nature,41,5.5,5.9,322,36,40000000,65146020,91,0,6549,5.8,6,4.9,156,5.1,855,5.5,2491,5.1194539249146755,5.631399317406143,6.143344709897611,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daddy Day Care,43,5.6,5.9,1742,39,60000000,164433867,92,0,67798,5.8,6,5.2,441,5.5,15246,5.5,27644,5.631399317406143,5.631399317406143,8.020477815699659,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumb and Dumber To,24,5.6,5.5,2644,36,40000000,169837010,110,0,135800,5.8,6,5.2,459,5.5,16917,5.6,59896,5.631399317406143,1.8771331058020477,6.143344709897611,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fantastic Four: Rise of the Silver Surfer,31,5.6,5.6,6724,44,130000000,301913131,92,0,261781,5.7,6,5.4,683,5.5,46385,5.6,122035,5.631399317406143,2.04778156996587,12.79863481228669,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Kids,30,5.6,5.8,2807,80,35000000,147934180,88,0,115535,5.7,6,5.5,559,5.9,22743,5.3,49027,5.631399317406143,3.7542662116040955,77.81569965870307,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Midnight Sky,11,5.6,5.8,1463,58,0,0,118,1,81446,5.6,6,5.4,275,5.7,8602,5.6,32364,5.631399317406143,3.7542662116040955,29.01023890784983,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pink Panther,40,5.6,5.8,1575,38,65000000,158851357,93,0,85717,5.8,6,5,487,5.3,14439,5.6,43995,5.631399317406143,3.7542662116040955,7.508532423208191,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pink Panther 2,39,5.6,5.8,907,36,0,75871032,92,0,44721,5.8,6,5.1,364,5.2,5793,5.5,24465,5.631399317406143,3.7542662116040955,6.143344709897611,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sleepover,39,5.6,6.6,320,46,0,0,103,0,10177,5.9,6,5.1,106,5.9,1183,5.4,3787,5.631399317406143,23.890784982935152,13.822525597269625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101 Dalmatians,56,5.7,5.9,2806,49,54000000,320689294,103,0,109975,5.9,6,5.5,578,5.6,19436,5.6,50723,6.996587030716723,5.631399317406143,16.72354948805461,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic Four,29,5.7,5.8,7986,40,100000000,333535934,106,0,324928,5.8,6,5.6,738,5.6,57974,5.7,149635,6.996587030716723,3.7542662116040955,9.215017064846416,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Burger,46,5.7,6,374,41,8500000,23700000,95,0,28800,6.3,6,4.9,254,5.8,12255,5.2,6571,6.996587030716723,7.508532423208191,10.06825938566553,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journey 2: The Mysterious Island,26,5.7,6.1,3488,41,79000000,355692760,94,0,102566,6,6,5.4,436,5.8,11856,5.6,46040,6.996587030716723,9.556313993174061,10.06825938566553,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lara Croft: Tomb Raider,25,5.7,5.9,5193,33,115000000,274703340,100,0,207316,5.9,6,5.4,719,5.7,32281,5.7,102362,6.996587030716723,5.631399317406143,4.948805460750854,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Percy Jackson: Sea of Monsters,24,5.7,6,4435,39,90000000,199850315,106,0,116646,6.1,6,5.4,403,5.9,13776,5.6,47279,6.996587030716723,7.508532423208191,8.020477815699659,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planes,32,5.7,5.9,1348,40,50000000,219788712,91,0,44695,5.9,6,5.1,310,5.6,5928,5.7,19564,6.996587030716723,5.631399317406143,9.215017064846416,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poseidon,41,5.7,5.8,1726,50,160000000,181674817,98,1,103438,5.8,6,5.5,565,5.6,20130,5.6,53228,6.996587030716723,3.7542662116040955,17.918088737201366,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Darkest Minds,21,5.7,7,2252,39,34000000,41142379,105,0,31675,6.1,6,4.8,235,5.6,3424,5.5,12016,6.996587030716723,42.491467576791806,8.020477815699659,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Matrix Resurrections,44,5.7,6.8,3519,64,190000000,156497322,148,0,217515,5.7,6,5.6,346,5.9,24387,5.6,69509,6.996587030716723,32.42320819112628,42.491467576791806,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nut Job,38,5.7,5.7,789,37,42000000,122529966,85,0,28246,5.9,6,5.2,261,5.3,4071,5.7,11505,6.996587030716723,3.4129692832764507,6.825938566552901,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Chicks,43,5.7,6.9,2901,41,37000000,113086475,109,0,141786,6.1,6,4.7,463,5.3,23069,5.5,63285,6.996587030716723,37.03071672354949,10.06825938566553,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looney Tunes: Back in Action,61,5.8,6.4,1208,64,80000000,68514844,93,0,37000,6,6,5.7,392,5.9,6931,5.6,15852,9.044368600682594,17.406143344709896,42.491467576791806,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacho Libre,42,5.8,6.3,1234,52,35000000,99255460,92,0,86739,6.1,6,5,416,5.9,24051,5.7,35009,9.044368600682594,14.334470989761092,20.98976109215017,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Percy Jackson & the Olympians: The Lightning Thief,48,5.8,6.2,6301,47,95000000,226497209,118,0,186311,6.1,6,5.6,527,6,27537,5.7,83058,9.044368600682594,11.433447098976108,15.52901023890785,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill & Ted Face the Music,16,5.9,6,611,65,25000000,0,92,0,44305,6,6,5.8,280,6.2,9014,5.7,15040,9.556313993174061,7.508532423208191,45.90443686006826,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gnomeo & Juliet,38,5.9,5.8,1633,53,36000000,189712432,84,0,55379,6.1,6,5.6,314,5.9,9928,5.9,24930,9.556313993174061,3.7542662116040955,22.18430034129693,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic Park III,33,5.9,6.1,5755,42,93000000,368780809,92,0,312163,6,6,5.9,747,5.9,55870,5.9,130227,9.556313993174061,9.556313993174061,11.092150170648464,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suicide Squad,44,5.9,5.9,18679,40,175000000,746846894,123,1,670650,6.1,6,5.6,768,5.8,67241,5.8,220005,9.556313993174061,5.631399317406143,9.215017064846416,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daddy's Home 2,45,6,6.3,2060,30,69000000,180613180,100,0,71424,6.2,6,5.6,346,6,9413,5.9,27234,10.238907849829351,14.334470989761092,4.266211604095563,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Hard,60,6,6,2250,34,40000000,111811453,100,0,133616,6.1,6,5.5,428,5.9,17591,5.9,54673,10.238907849829351,7.508532423208191,5.290102389078498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Popper's Penguins,66,6,5.9,2415,53,55000000,187361754,94,0,95205,6.2,6,5.6,433,5.8,10492,6,46643,10.238907849829351,5.631399317406143,22.18430034129693,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder Mystery,36,6,6.2,3234,38,24000000,0,97,0,121455,6.1,6,5.6,344,6.1,12877,5.9,45438,10.238907849829351,11.433447098976108,7.508532423208191,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parental Guidance,40,6,5.9,398,36,25000000,119772232,104,0,25814,6.3,6,5.4,230,6,5635,5.8,10207,10.238907849829351,5.631399317406143,6.143344709897611,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulling Strings,36,6,7.1,83,57,0,0,111,0,1896,6.4,7,5.2,33,6,408,5.9,623,10.238907849829351,46.58703071672355,26.791808873720136,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The SpongeBob Movie: Sponge Out of Water,38,6,6.1,1946,62,74000000,311594032,93,0,54178,6.2,6,5.6,291,6.1,6792,5.9,19435,10.238907849829351,9.556313993174061,38.907849829351534,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bee Movie,50,6.1,6,4017,54,150000000,287594577,91,0,157502,6.2,6,6,518,6,25247,6.1,68423,11.433447098976108,7.508532423208191,23.549488054607508,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daddy's Home,53,6.1,6.2,2627,42,50000000,242786137,96,0,117926,6.3,6,5.7,454,6.1,15803,6,46558,11.433447098976108,11.433447098976108,11.092150170648464,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justice League,51,6.1,6.1,11285,45,300000000,657926987,120,0,440153,6.2,6,5.9,669,6.1,48947,6.1,146413,11.433447098976108,9.556313993174061,13.481228668941979,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle School: The Worst Years of My Life,25,6.1,6.9,346,51,8500000,23316139,92,0,8934,6.4,6,5.3,140,6.1,1353,5.8,2877,11.433447098976108,37.03071672354949,19.283276450511945,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission: Impossible II,49,6.1,6.1,5252,59,125000000,546388105,123,0,333606,6.1,6,5.9,775,6,52812,6,151879,11.433447098976108,9.556313993174061,32.76450511945392,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rampage,45,6.1,6.5,5824,57,120000000,426245950,107,0,161909,6.3,6,5.8,516,6.1,19455,5.9,61324,11.433447098976108,19.795221843003414,26.791808873720136,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shrek the Third,48,6.1,6.3,7329,58,160000000,813367380,93,0,299859,6.2,6,6,641,5.9,44503,6.1,135063,11.433447098976108,14.334470989761092,29.01023890784983,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starsky & Hutch,55,6.1,5.8,1847,55,60000000,170268750,101,0,145779,6.2,6,5.8,601,6,30960,6.1,69710,11.433447098976108,3.7542662116040955,24.40273037542662,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stitch! The Movie,34,6.1,6.5,559,53.80884828142737,0,0,60,0,9681,6.4,6,5.8,154,6,1742,5.9,3520,11.433447098976108,19.795221843003414,0.17064846416382254,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
